Entry Location,Entry,Enabled,Category,Description,Publisher,Image Path,Launch String,MD5,SHA-1,SHA-256
"HKLM\Software\Classes\Directory\Shellex\CopyHookHandlers","MyDocuments",enabled,"Explorer","My Documents Folder UI","Microsoft Corporation","c:\windows\system32\mydocs.dll","HKCR\CLSID\{ECF03A33-103D-11d2-854D-006008059367}",dd6d5abad9b8c13ceda4752370ba982c,e272b8f7072811738173a6c80eb40ce7b92a32c1,
"HKLM\Software\Classes\Directory\Shellex\CopyHookHandlers","Sharing",enabled,"Explorer","Shell extensions for sharing","Microsoft Corporation","c:\windows\system32\ntshrui.dll","HKCR\CLSID\{40dd6e20-7c17-11ce-a804-00aa003ca9f6}",385e9aec6e100dbebee5bd1f27a55e1d,c95e9a69c30ed628cf4365a3402f21496eedbe7c,
"HKLM\Software\Classes\Directory\Background\ShellEx\ContextMenuHandlers","New",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{D969A300-E7FF-11d0-A93B-00A0C90F2719}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Folder\Shellex\ColumnHandlers","{0D2E74C4-3C34-11d2-A27E-00C04FC30871}",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{0D2E74C4-3C34-11d2-A27E-00C04FC30871}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Folder\Shellex\ColumnHandlers","{24F14F01-7B1C-11d1-838f-0000F80461CF}",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{24F14F01-7B1C-11d1-838f-0000F80461CF}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Folder\Shellex\ColumnHandlers","{24F14F02-7B1C-11d1-838f-0000F80461CF}",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{24F14F02-7B1C-11d1-838f-0000F80461CF}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Folder\Shellex\ColumnHandlers","{66742402-F9B9-11D1-A202-0000F81FEDEE}",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{66742402-F9B9-11D1-A202-0000F81FEDEE}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Folder\Shellex\ColumnHandlers","PDF Shell Extension",enabled,"Explorer","PDF Shell Extension","Adobe Systems, Inc.","c:\program files\common files\adobe\acrobat\activex\pdfshell.dll","HKCR\CLSID\{F9DB5320-233E-11D1-9F84-707F02C10627}",2c60b1fbfa906a1549b58f88ee40c75a,b1e6d6eab21006fda81e0119d978bfd00648a4c6,
"HKLM\Software\Classes\Folder\ShellEx\DragDropHandlers","Compressed (zipped) Folder Right Drag Handler",enabled,"Explorer","Compressed (zipped) Folders","Microsoft Corporation","c:\windows\system32\zipfldr.dll","HKCR\CLSID\{BD472F60-27FA-11cf-B8B4-444553540000}",424162325a32183bf65bbaf740209749,1cba9acb330cbf96e0cefa4aec22253ddac99363,
"HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellIconOverlayIdentifiers","Offline Files",enabled,"Explorer","Client Side Caching UI","Microsoft Corporation","c:\windows\system32\cscui.dll","HKCR\CLSID\{750fdf0e-2a26-11d1-a3ea-080036587f03}",51230212ae7f8159a90f06a7ea30dd8a,d4dfc4b2cffa95099059ba5ad5ad6204543c9723,
"HKLM\Software\Microsoft\Internet Explorer\Extensions","Windows Messenger",enabled,"Internet Explorer","Windows Messenger","Microsoft Corporation","c:\program files\messenger\msmsgs.exe","C:\Program Files\Messenger\msmsgs.exe",b53343fe60a33ee765c2476d50d27b26,23bf6bc0d1eed31caf7b5e3bbb1f238736d40386,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","midimapper",enabled,"Codecs","Microsoft MIDI Mapper","Microsoft Corporation","c:\windows\system32\midimap.dll","midimap.dll",3b4702155bb2ae9dc00c06a68834bdfa,c1463918c83b4cac3886e49a63318062558e645b,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.imaadpcm",enabled,"Codecs","IMA ADPCM CODEC for MSACM","Microsoft Corporation","c:\windows\system32\imaadp32.acm","imaadp32.acm",ae01989028765de3b3f3750dc3e7a1b6,6fb59ccbc06771207cd201746142094201fa0e6f,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msadpcm",enabled,"Codecs","Microsoft ADPCM CODEC for MSACM","Microsoft Corporation","c:\windows\system32\msadp32.acm","msadp32.acm",5637038012870fda20650e07d6476d02,a096970e962760c27273d104683bb98df64f9d41,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msg711",enabled,"Codecs","Microsoft CCITT G.711 (A-Law and u-Law) CODEC for MSACM","Microsoft Corporation","c:\windows\system32\msg711.acm","msg711.acm",33271a2667334b9a8842c65a079ef375,ea9a3033755c3b8c370d1722b9725e453dbf2edb,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msgsm610",enabled,"Codecs","Microsoft GSM 6.10 Audio CODEC for MSACM","Microsoft Corporation","c:\windows\system32\msgsm32.acm","msgsm32.acm",3a9846e207dafc13009c048a2f6f8c2a,48ae80f47e1543564d0313bd883845e87d334736,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.trspch",enabled,"Codecs","DSP Group TrueSpeech(TM) Audio Codec for MSACM V3.50","DSP GROUP, INC.","c:\windows\system32\tssoft32.acm","tssoft32.acm",e8cd0d7e169ecce2d4fd829daab786ed,65c82447b37a808bd9664558155f3250ce9b68ae,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.cvid",enabled,"Codecs","Cinepak
"Radius Inc.","c:\windows\system32\iccvid.dll","iccvid.dll",f263e68af3b8ace47ddb70f075b20782,baf512d327a315dd5387959aaa21b995ebb9a63a,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.I420",enabled,"Codecs","Microsoft H.263 ICM Driver","Microsoft Corporation","c:\windows\system32\msh263.drv","msh263.drv",28b2eea9060d18bd0f13017749803e33,9e3b89ab968ea2c5dc9922756ff8436681cb51d6,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iv31",enabled,"Codecs","","","c:\windows\system32\ir32_32.dll","ir32_32.dll",43eca1576906ba76fb3e329a338a3cae,e50aa40aeab7ce7e45a3c48bbcbf2780392ee37d,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iv32",enabled,"Codecs","","","c:\windows\system32\ir32_32.dll","ir32_32.dll",43eca1576906ba76fb3e329a338a3cae,e50aa40aeab7ce7e45a3c48bbcbf2780392ee37d,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iv41",enabled,"Codecs","Intel Indeo
.5","Intel Corporation","c:\windows\system32\ir41_32.ax","ir41_32.ax",b106530542c5920edb040a288bd300ab,1784b9d95973daa54a4f53dd1628a8486e9bff5d,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iyuv",enabled,"Codecs","Intel Indeo(R) Video YUV Codec","Microsoft Corporation","c:\windows\system32\iyuv_32.dll","iyuv_32.dll",a82f57744b5633e4be8afd6adc2d0c14,0fe0de6bf9e28c9a65841592e4f77ee48bd1285a,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.mrle",enabled,"Codecs","Microsoft RLE Compressor","Microsoft Corporation","c:\windows\system32\msrle32.dll","msrle32.dll",c8444acdf4ca2b1cb2d6c607db20c68e,69bcb64b8d16499c520f65edbe7a2ac4310429d5,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.msvc",enabled,"Codecs","Microsoft Video 1 Compressor","Microsoft Corporation","c:\windows\system32\msvidc32.dll","msvidc32.dll",6ef2b7676e92b9452aab164339b69084,f66bcb4e0a589cccfd76090a4ef67aeeeb951c17,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.uyvy",enabled,"Codecs","Microsoft UYVY Video Decompressor","Microsoft Corporation","c:\windows\system32\msyuv.dll","msyuv.dll",9d124e6a01dbcbeeeae60dd19abac5f0,1cfde49082876b7043ddbdafbb76990aceb66783,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yuy2",enabled,"Codecs","Microsoft UYVY Video Decompressor","Microsoft Corporation","c:\windows\system32\msyuv.dll","msyuv.dll",9d124e6a01dbcbeeeae60dd19abac5f0,1cfde49082876b7043ddbdafbb76990aceb66783,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yvu9",enabled,"Codecs","Toshiba Video Codec","Microsoft Corporation","c:\windows\system32\tsbyuv.dll","tsbyuv.dll",1a235b74c54f236b7667ab67e8ae3820,99dda4727b17e386567a4fc914b2588002171404,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yvyu",enabled,"Codecs","Microsoft UYVY Video Decompressor","Microsoft Corporation","c:\windows\system32\msyuv.dll","msyuv.dll",9d124e6a01dbcbeeeae60dd19abac5f0,1cfde49082876b7043ddbdafbb76990aceb66783,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","wavemapper",enabled,"Codecs","Microsoft Sound Mapper","Microsoft Corporation","c:\windows\system32\msacm32.drv","msacm32.drv",9a3bd5f55aadff859539142f6328a66e,bb7a0493b31cc4245a6ee9838e5acaaafc129957,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msg723",enabled,"Codecs","Microsoft G.723.1 CODEC for MSACM","Microsoft Corporation","c:\windows\system32\msg723.acm","msg723.acm",b87f759738c52e8d6fbcdaaa84c6486f,4d882e9c149d6f671a08a21675c64f25634381cf,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.M263",enabled,"Codecs","Microsoft H.263 ICM Driver","Microsoft Corporation","c:\windows\system32\msh263.drv","msh263.drv",28b2eea9060d18bd0f13017749803e33,9e3b89ab968ea2c5dc9922756ff8436681cb51d6,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.M261",enabled,"Codecs","Microsoft H.261 ICM Driver","Microsoft Corporation","c:\windows\system32\msh261.drv","msh261.drv",b60c4ec848567309cc0172d3f3fadd9e,3260608dd943df50528e73677fdfa9ba8cf51646,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msaudio1",enabled,"Codecs","Windows Media Audio","Microsoft Corporation","c:\windows\system32\msaud32.acm","msaud32.acm",c893918956d43f84fbbb54b7553dbee8,75e1f745624e1e3a087867eaa8fd4ddeded385b9,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.sl_anet",enabled,"Codecs","Audio codec for MS ACM","Sipro Lab Telecom Inc.","c:\windows\system32\sl_anet.acm","sl_anet.acm",059fcd11a8f067650abf6426e1cb43d3,9eaaebb32f1ba2f7cec9e69237af36b951433c15,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.iac2",enabled,"Codecs","Indeo
oftware","Intel Corporation","c:\windows\system32\iac25_32.ax","C:\WINDOWS\system32\iac25_32.ax",6580e3ec7593c0621a91387aab419524,cd2072a92fea07060308d5712b7bda0e2b3b42a9,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iv50",enabled,"Codecs","Intel Indeo
.10","Intel Corporation","c:\windows\system32\ir50_32.dll","ir50_32.dll",603cc77b5e5f7977de2abfba50cd6854,c5beab3bb306981fae429f96ba9359c2b1856801,
"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.l3acm",enabled,"Codecs","MPEG Layer-3 Audio Codec for MSACM","Fraunhofer Institut Integrierte Schaltungen IIS","c:\windows\system32\l3codeca.acm","C:\WINDOWS\system32\l3codeca.acm",3a4c25b718268d8c18757312fca936a7,50961dd589e084496482bfa6076e7f5a590ad709,
"HKLM\Software\Classes\Filter","Indeo
.4 Decompression Filter",enabled,"Codecs","Intel Indeo
.5","Intel Corporation","c:\windows\system32\ir41_32.ax","HKCR\CLSID\{31345649-0000-0010-8000-00AA00389B71}",b106530542c5920edb040a288bd300ab,1784b9d95973daa54a4f53dd1628a8486e9bff5d,
"HKLM\Software\Classes\Filter","Indeo
.4 Compression Filter",enabled,"Codecs","Intel Indeo
.5","Intel Corporation","c:\windows\system32\ir41_32.ax","HKCR\CLSID\{A2551F60-705F-11CF-A424-00AA003735BE}",b106530542c5920edb040a288bd300ab,1784b9d95973daa54a4f53dd1628a8486e9bff5d,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT MuxDeMux Filter",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{01002B17-5D93-4551-81E4-831FEF780A53}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Full Screen Renderer",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{07167665-5011-11CF-BF33-00AA0055595A}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","DV Muxer",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\qdv.dll","HKCR\CLSID\{129D7E40-C10D-11D0-AFB9-00AA00B67A42}",c21360fafd9e498d15a2f93b5ff9ba48,55e9cf5c8fed2a74ddd4ee4bba3bf62753f1aac1,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Color Space Converter",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{1643E180-90F5-11CE-97D5-00AA0055595A}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WM ASF Reader",enabled,"Codecs","DirectShow ASF Support","Microsoft Corporation","c:\windows\system32\qasf.dll","HKCR\CLSID\{187463A0-5BB7-11D3-ACBE-0080C75E246E}",d9f88cdea4411e2fa4b5af1959d67c8c,d3ef37578e2eaf280e3012b9c0ba90c9d237e05c,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","AVI Splitter",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{1B544C20-FD0B-11CE-8C63-00AA0044B51E}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT Audio Analyzer",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{1CB1623E-BBEC-4E8D-B2DF-DC08C6F4627C}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","VGA 16 color ditherer",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{1DA08500-9EDC-11CF-BC10-00AA00AC74F6}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Indeo
.10 Compression Filter",enabled,"Codecs","Intel Indeo
.10","Intel Corporation","c:\windows\system32\ir50_32.dll","HKCR\CLSID\{1F73E9B1-8C3A-11D0-A3BE-00A0C9244436}",603cc77b5e5f7977de2abfba50cd6854,c5beab3bb306981fae429f96ba9359c2b1856801,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Windows Media Audio Decoder",enabled,"Codecs","Windows Media Audio Decoder","Microsoft Corporation","c:\windows\system32\msadds32.ax","HKCR\CLSID\{22E24591-49D0-11D2-BB50-006008320064}",1e62993bedc1d8a28dd485ed4c551ba4,5d4b91b468377d2d52a4d39f20c2f4d94f37ff4c,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","AC3 Parser Filter",enabled,"Codecs","DirectShow MPEG-2 Splitter.","Microsoft Corporation","c:\windows\system32\mpg2splt.ax","HKCR\CLSID\{280A3020-86CF-11D1-ABE6-00A0C905F375}",9f4f022795fbf0ef5f99a16a5a78922f,8a5a804a1c0b80d54e98273437f82488bede120b,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT FormatConversion",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{2D20D4BB-B47E-4FB7-83BD-E3C2EE250D26}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","StreamBufferSink",enabled,"Codecs","DirectShow Stream Buffer Filter.","Microsoft Corporation","c:\windows\system32\sbe.dll","HKCR\CLSID\{2DB47AE5-CF39-43C2-B4D6-0CD8D90946F4}",a892d132996cf2e630a535f53c5fc643,56fb9f8c9aba59bad65ae75494a7c0516bfd50e5,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT Black Frame Generator",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{2EA10031-0033-450E-8072-E27D9E768142}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MJPEG Decompressor",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{301056D0-6DFF-11D2-9EEB-006008039E37}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Indeo
.10 Decompression Filter",enabled,"Codecs","Intel Indeo
.10","Intel Corporation","c:\windows\system32\ir50_32.dll","HKCR\CLSID\{30355649-0000-0010-8000-00AA00389B71}",603cc77b5e5f7977de2abfba50cd6854,c5beab3bb306981fae429f96ba9359c2b1856801,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT Screen capture Filter",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{31087270-D348-432C-899E-2D2F38FF29A0}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Microsoft Screen Video Decompressor",enabled,"Codecs","Microsoft Screen Video Decompressor","Microsoft Corporation","c:\windows\system32\msscds32.ax","HKCR\CLSID\{3301A7C4-0A8D-11D4-914D-00C04F610D24}",bf92acf292058d7587f9fa769d6b4b31,44388cdfacff32e0277f22329e55a724cde33760,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MPEG-I Stream Splitter",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{336475D0-942A-11CE-A870-00AA002FEAB5}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","SAMI (CC) Reader",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{33FACFE0-A9BE-11D0-A520-00A0D10129C0}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MPEG Layer-3 Decoder",enabled,"Codecs","MPEG Layer-3 Audio Decoder","Fraunhofer Institut Integrierte Schaltungen IIS","c:\windows\system32\l3codecx.ax","HKCR\CLSID\{38BE3000-DBF4-11D0-860E-00A024CFEF6D}",b5a7a5a67ecc144117d1e7d5352a2f6a,f042de6e1de2a105611d1fdd0ed900ad0e412ca6,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MPEG-2 Splitter",enabled,"Codecs","DirectShow MPEG-2 Splitter.","Microsoft Corporation","c:\windows\system32\mpg2splt.ax","HKCR\CLSID\{3AE86B20-7BE8-11D1-ABE6-00A0C905F375}",9f4f022795fbf0ef5f99a16a5a78922f,8a5a804a1c0b80d54e98273437f82488bede120b,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","ACELP.net Audio Decoder",enabled,"Codecs","ACELP.net Audio Decoder","Sipro Lab Telecom Inc.","c:\windows\system32\acelpdec.ax","HKCR\CLSID\{4009F700-AEBA-11D1-8344-00C04FB92EB7}",d0a33c77354a6f12ccd8034e4429a30d,6f9b19d5683451ff5303c35d598bc97bf166493c,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Internal Text Renderer",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{48025243-2D39-11CE-875D-00608CB78066}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MPEG Audio Codec",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{4A2286E0-7BEF-11CE-9BD9-0000E202599C}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Windows Media URL File Source",enabled,"Codecs","Windows Media Filter Shim","Microsoft Corporation","c:\windows\system32\wmpasf.dll","HKCR\CLSID\{4B428940-263C-11D1-A520-000000000000}",fd0c592c1da1671e48b0a120321a3f52,66d07873eb55060703dadf3347352b1e1877b7ba,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WMT Import Filter",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{4D4C9FEF-ED80-47EA-A3FA-3215FDBB33AB}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","DV Splitter",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\qdv.dll","HKCR\CLSID\{4EB31670-9FC6-11CF-AF6E-00AA00B67A42}",c21360fafd9e498d15a2f93b5ff9ba48,55e9cf5c8fed2a74ddd4ee4bba3bf62753f1aac1,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Bitmap",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{4F3E50BD-A9D7-4721-B0E1-00CB42A0A747}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Windows Media Video Decoder",enabled,"Codecs","Windows Media Video Decoder","Microsoft Corporation","c:\windows\system32\wmvds32.ax","HKCR\CLSID\{4FACBBA1-FFD8-4CD7-8228-61E2F65CB1AE}",92620b71ae2a85826702c2a9995db005,71d469724e4177bc45f8d8f18cc4246efef32386,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Video Mixing Renderer 9",enabled,"Codecs","DirectShow Runtime.","Microsoft Corporation","c:\windows\system32\quartz.dll","HKCR\CLSID\{51B4ABF3-748F-4E3B-A276-C828330E926A}",cdbc0e967cb1312e1266cb3adcb844dd,ed621c61a8b629b344e554464d7135c130913137,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Windows Media Video Decoder",enabled,"Codecs","Windows Media Video Decoder V8","Microsoft Corporation","c:\windows\system32\wmv8ds32.ax","HKCR\CLSID\{521FB373-7654-49F2-BDB1-0C6E6660714F}",242d2b10b29f3480dcab479001eed2fd,6abb08204c76a0864715ed61f641c9fd2fcdbdc0,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WM VIH2 Fix",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{586FB486-5560-4FF3-96DF-1118C96AF456}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Record Queue",enabled,"Codecs","Movie Maker Filters","Microsoft Corporation","c:\program files\movie maker\wmm2filt.dll","HKCR\CLSID\{5B4B05EB-1F63-446B-AAD1-E10A34D650E0}",0d80b5b8a51e6e1d08f69df6c0bfe64b,2ec865244cb61ae5910eb0e09046148a9dbbf145,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Windows Media Multiplexer",enabled,"Codecs","Windows Media Filter Shim","Microsoft Corporation","c:\windows\system32\wmpasf.dll","HKCR\CLSID\{63F8AA94-E2B9-11D0-ADF6-00C04FB66DAD}",fd0c592c1da1671e48b0a120321a3f52,66d07873eb55060703dadf3347352b1e1877b7ba,
"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","ASX File Parser",enabled,"Codecs","Windows Media Filter Shim","Microsoft Corporation","c:\windows\system32\wmpasf.dll","HKCR\CLSID\{640999A0-A946-11D0-A520-000000000000}",fd0c592c1da1671e48b0a120321a3f52,66d07873eb55060703dadf3347352b1e1877b7ba,
