SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","MySQL Notifier","C:\Program Files (x86)\MySQL\MySQL Notifier 1.1\MySqlNotifier.exe",981fe670a8d36e9f43a74fae1218f080
SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","CUCore Agent","C:\Users\sshook\AppData\Local\Radvision\Conference Client\8.3.103.50\ConfAgent.exe",e60ab048283c4abdb1264d60a6228b78
SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","Office Timeline Performance Helper","C:\Program Files (x86)\Office Timeline\Current\OfficeTimelineStartup.exe",2a84232ab8aba350b03cf01e8970d1c4
SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","BingSvc","C:\Users\sshook\AppData\Local\Microsoft\BingSvc\BingSvc.exe",cc436bb2a26391f3debe316f6fb0474f
SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","HP ENVY 5530 series (NET)","C:\Program Files\HP\HP ENVY 5530 series\Bin\ScanToPCActivationApp.exe",501e808b5832505c51f539874e586353
SSHOOK-PC,"HKCU\MSSQLSERVER\Software\Microsoft\Windows\CurrentVersion\Run","Skype","C:\Program Files (x86)\Skype\Phone\Skype.exe",ffd906dd935a1be748b9855b2aa245b4
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","RTHDVCPL","C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe",5bad798cbab39f3a56a9cd495320f67e
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","RtHDVBg","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe",59f8da04498b80d58fd8638370c5c84f
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","RtHDVBg_PushButton","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe",59f8da04498b80d58fd8638370c5c84f
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","QuickSet","c:\Program Files\Dell\QuickSet\QuickSet.exe",50ea19a1abddd6865660f06acff4e197
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","DptfPolicyLpmServiceHelper","C:\Windows\system32\DptfPolicyLpmServiceHelper.exe",92bed6f62fbac9e327a3bf599ce9ab32
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","SynTPEnh","C:\Program Files\Synaptics\SynTP\SynTPEnh.exe",d9b9639ca55d0964867b85b3401ca314
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","IAStorIcon","C:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorIconLaunch.exe",aabda5f641f5b536beef15055f36d256
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","IAStorIcon","C:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorIcon.exe",0e7ebdb62f89b968e8b21d78c645a29c
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","IgfxTray","C:\Windows\system32\igfxtray.exe",e03dfd3ad4d53002a9a6aa5c1ee57fbb
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","HotKeysCmds","C:\Windows\system32\hkcmd.exe",6b70dc264bf8eee14c97ec81d687dca0
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","Persistence","C:\Windows\system32\igfxpers.exe",d136291903748829bcc94ea61c269548
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","nwiz","C:\Program Files\NVIDIA Corporation\nview\nwiz.exe",8883e5c1820810403f610be9a5962828
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","NvBackend","C:\Program Files (x86)\NVIDIA Corporation\Update Core\NvBackend.exe",ee316c8d7c1b99412f2c8f1c64268182
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","BTMTrayAgent","C:\Program Files (x86)\Intel\Bluetooth\btmshellex.dll",c3009a07840641673635d8ca9ba270c1
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","FAHConsole","C:\Program Files\File Association Helper\FAHConsole.exe",367ebf505f87e005de36bd20f668b104
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","Eraser","C:\PROGRA~1\Eraser\Eraser.exe",0f77770991308ca1f58f18eed7ebe7b7
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","Logitech Download Assistant","C:\Windows\System32\LogiLDA.dll",ac012ad7539a8f9ffd31cf80baa06cc7
SSHOOK-PC,"HKLM\Software\Microsoft\Windows\CurrentVersion\Run","MSC","c:\Program Files\Microsoft Security Client\msseces.exe",87a4ba086e5b5df0f36e3f6d7234d701
SSHOOK-PC,"HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Run","USB3MON","C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Application\iusb3mon.exe",d4f571020cf2de9dcd6e68e8b5d50b50
SSHOOK-PC,"HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Run","Dell Webcam Central","C:\Program Files (x86)\Dell Webcam\Dell Webcam Central\WebcamDell2.exe",bc47abd9f73c6d6a1defff21a815dff6
SSHOOK-PC,"HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Run","vmware-tray.exe","C:\Program Files (x86)\VMware\VMware Workstation\vmware-tray.exe",36e0d8c70c71ce90a511e7250c2bd360
SSHOOK-PC,"HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Run","SunJavaUpdateSched","C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe",793d7221e5ec69ea615349a13b702b8c
SSHOOK-PC,"HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Run","Adobe ARM","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe",4eaf6f8f0b3be33a0e3877eb7ffd48d4
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\1394ohci","ImagePath","c:\windows\system32\drivers\1394ohci.sys",a87d604aea360176311474c87a63bb88
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\ACPI","ImagePath","c:\windows\system32\drivers\ACPI.sys",d81d9e70b8a6dd14d42d7b4efa65d5f2
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\acpials","ImagePath","c:\windows\system32\DRIVERS\acpials.sys",12c5274cd87449a2a37a607cdb321922
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AcpiPmi","ImagePath","c:\windows\system32\drivers\acpipmi.sys",99f8e788246d495ce3794d7e7821d2ca
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AdobeARMservice","ImagePath","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe",f2ceee9abbcef207acb103215ac28bc2
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AdobeFlashPlayerUpdateSvc","ImagePath","C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe",99b993bd0f4c033d832b50d5e83bebec
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\adp94xx","ImagePath","c:\windows\system32\drivers\adp94xx.sys",2f6b34b83843f0c5118b63ac634f5bf4
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\adpahci","ImagePath","c:\windows\system32\drivers\adpahci.sys",597f78224ee9224ea1a13d6350ced962
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\adpu320","ImagePath","c:\windows\system32\drivers\adpu320.sys",e109549c90f62fb570b9540c4b148e54
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AeLookupSvc\Parameters","ServiceDll","C:\Windows\System32\aelupsvc.dll",4b78b431f225fd8624c5655cb1de7b61
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AERTFilters","ImagePath","C:\Program Files\Realtek\Audio\HDA\AERTSr64.exe",d1e343bc00136ce03c4d403194d06a80
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AFD","ImagePath","c:\windows\system32\drivers\afd.sys",fa886682cfc5d36718d3e436aacf10b9
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\agp440","ImagePath","c:\windows\system32\drivers\agp440.sys",608c14dba7299d8cb6ed035a68a15799
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\aksdf","ImagePath","C:\Windows\system32\drivers\aksdf.sys",3190c577746303ca4c65114441192fe2
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\aksfridge","ImagePath","c:\windows\system32\DRIVERS\aksfridge.sys",2845a05e5af65b5c7a143d637f08496d
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\akshasp","ImagePath","c:\windows\system32\DRIVERS\akshasp.sys",35e43ee8fe28cfd581e8ce42847dfe2b
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\akshhl","ImagePath","c:\windows\system32\DRIVERS\akshhl.sys",053b204554f104cb5dc3d94b61bda458
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\aksusb","ImagePath","c:\windows\system32\DRIVERS\aksusb.sys",8d584711424446969b5e4cb16870a898
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\ALG","ImagePath","C:\Windows\System32\alg.exe",3290d6946b5e30e70414990574883ddb
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\aliide","ImagePath","c:\windows\system32\drivers\aliide.sys",5812713a477a3ad7363c7438ca2ee038
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\amdide","ImagePath","c:\windows\system32\drivers\amdide.sys",1ff8b4431c353ce385c875f194924c0c
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AmdK8","ImagePath","c:\windows\system32\drivers\amdk8.sys",7024f087cff1833a806193ef9d22cda9
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AmdPPM","ImagePath","c:\windows\system32\drivers\amdppm.sys",1e56388b3fe0d031c44144eb8c4d6217
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\amdsata","ImagePath","c:\windows\system32\drivers\amdsata.sys",d4121ae6d0c0e7e13aa221aa57ef2d49
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\amdsbs","ImagePath","c:\windows\system32\drivers\amdsbs.sys",f67f933e79241ed32ff46a4f29b5120b
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\amdxata","ImagePath","c:\windows\system32\drivers\amdxata.sys",540daf1cea6094886d72126fd7c33048
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AppID","ImagePath","c:\windows\system32\drivers\appid.sys",90c53bd47979fb8814f465a08b885102
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AppIDSvc\Parameters","ServiceDll","C:\Windows\System32\appidsvc.dll",72d4757510fda69d729169c00afc211e
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\Appinfo\Parameters","ServiceDll","C:\Windows\System32\appinfo.dll",9d2a2369ab4b08a4905fe72db104498f
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AppMgmt\Parameters","ServiceDll","C:\Windows\System32\appmgmts.dll",4aba3e75a76195a3e38ed2766c962899
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\arc","ImagePath","c:\windows\system32\drivers\arc.sys",c484f8ceb1717c540242531db7845c4e
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\arcsas","ImagePath","c:\windows\system32\drivers\arcsas.sys",019af6924aefe7839f61c830227fe79c
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\aspnet_state","ImagePath","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe",9a262edd17f8473b91b333d6b031a901
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AsyncMac","ImagePath","c:\windows\system32\DRIVERS\asyncmac.sys",769765ce2cc62867468cea93969b2242
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\atapi","ImagePath","c:\windows\system32\drivers\atapi.sys",02062c0b390b7729edc9e69c680a6f3c
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AudioEndpointBuilder\Parameters","ServiceDll","C:\Windows\System32\Audiosrv.dll",6968d02dc38757c3fbe7ed7c2f9670aa
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AudioSrv\Parameters","ServiceDll","C:\Windows\System32\Audiosrv.dll",6968d02dc38757c3fbe7ed7c2f9670aa
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AX88179","ImagePath","c:\windows\system32\DRIVERS\ax88179_178a.sys",e3cea0b9e9388589593534b9d3a1118f
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\AxInstSV\Parameters","ServiceDll","C:\Windows\System32\AxInstSV.dll",a6bf31a71b409dfa8cac83159e1e2aff
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\b06bdrv","ImagePath","c:\windows\system32\drivers\bxvbda.sys",3e5b191307609f7514148c6832bb0842
